purchase_id,timestamp,card_number,company,amount,location,is_fraud
86,2024-10-27T13:50:26.824808Z,4741905307484424,TravelCenters of America,57.56,Richland,0
87,2024-10-27T14:29:34.824808Z,5455460772464850,Wayfair,19.67,Federal Way,0
88,2024-10-27T14:57:59.824808Z,3721001643223696,Westinghouse Air Brake Technologies,120.74,Olympia,0
89,2024-10-27T15:15:05.824808Z,5223360493142325,Sysco,7.82,Yakima,0
90,2024-10-27T15:35:50.824808Z,4962053827818334,Parker-Hannifin,2.39,Tacoma,0
91,2024-10-27T16:02:29.824808Z,5830647086271866,Waste Management,114.26,Pasco,0
92,2024-10-27T16:15:08.824808Z,3412384600011344,Automatic Data Processing,75.49,Richland,0
93,2024-10-27T17:02:57.824808Z,5530385261570819,Franklin Resources,173.89,Seattle,0
94,2024-10-27T17:56:04.824808Z,4481534106796566,Assurant,15.29,Auburn,0
95,2024-10-27T18:36:13.824808Z,5234722000463279,Sanmina,23.87,Olympia,0
96,2024-10-27T19:35:05.824808Z,3415239381011409,Jacobs Solutions,34.68,Federal Way,0
97,2024-10-27T20:15:30.824808Z,4364912612194603,International Flavors & Fragrances,77.90,Tacoma,0
98,2024-10-27T20:45:03.824808Z,3427175230321530,Goldman Sachs Group,8.98,Bellingham,0
99,2024-10-27T20:56:51.824808Z,5980919393532753,Broadcom,24.97,Renton,0
100,2024-10-27T21:13:23.824808Z,3753974382342474,Corning,15.73,Seattle,0
101,2024-10-27T21:29:50.824808Z,3492408296421336,Coterra Energy,33.80,Olympia,0
102,2024-10-27T21:53:14.824808Z,3799731802407089,Charter Communications,55.11,Richland,0
103,2024-10-27T22:35:40.824808Z,3409581659995302,Opendoor Technologies,145.24,Everett,0
104,2024-10-27T23:05:37.824808Z,3428070551679435,Jacobs Solutions,39.04,Wenatchee,0
105,2024-10-27T23:21:42.824808Z,3792945563388901,Microsoft,7.23,Renton,0
106,2024-10-27T23:52:10.824808Z,3462513921024938,Fidelity National Financial,78.98,Pasco,0
107,2024-10-28T00:32:12.824808Z,5223360493142325,PPL,13.64,Everett,0
108,2024-10-28T01:31:30.824808Z,4494735001524913,Dominion Energy,66.27,Bellevue,0
109,2024-10-28T01:47:28.824808Z,3779156968571029,Dollar General,62.75,Issaquah,0
110,2024-10-28T02:26:19.824808Z,5273855247909050,Cummins,23.28,Vancouver,0
111,2024-10-28T03:15:35.824808Z,4741905307484424,Eastman Chemical,33.84,Bellevue,0
112,2024-10-28T03:19:30.824808Z,3486676607744707,Chevron,197.03,Kirkland,0
113,2024-10-28T03:59:45.824808Z,4047120614577891,Wayfair,20.95,Seattle,0
114,2024-10-28T04:30:28.824808Z,4962053827818334,Quest Diagnostics,16.65,Richland,0
115,2024-10-28T05:21:01.824808Z,3409729206088549,Ross Stores,112.82,Kirkland,0
116,2024-10-28T05:33:46.824808Z,3765408567014208,W.W. Grainger,22.84,Olympia,0
117,2024-10-28T06:15:03.824808Z,3709148299019435,Textron,116.48,Pasco,0
118,2024-10-28T06:33:53.824808Z,3799380411388320,MetLife,19.98,Federal Way,0
119,2024-10-28T06:53:56.824808Z,3756594202578102,Expeditors International of Washington,25.88,Bellevue,0
120,2024-10-28T06:59:39.824808Z,5959342327939191,Blackstone,38.60,Federal Way,0
121,2024-10-28T07:01:15.824808Z,3761633774437678,Micron Technology,14.68,Olympia,0
122,2024-10-28T07:52:13.824808Z,4183949492524722,Abbott Laboratories,14.56,Richland,0
123,2024-10-28T07:55:54.824808Z,4979682207154505,McKesson,31.65,Renton,0
124,2024-10-28T08:01:15.824808Z,3405235439449015,Expedia Group,111.97,Seattle,0
125,2024-10-28T08:35:16.824808Z,3706294085341014,United Rentals,118.51,Auburn,0
126,2024-10-28T09:17:19.824808Z,5434486374613046,Landstar System,32.85,Wenatchee,0
127,2024-10-28T09:53:23.824808Z,5570323352947183,Opendoor Technologies,65.04,Kennewick,0
128,2024-10-28T10:01:19.824808Z,3483291654740898,Booz Allen Hamilton Holding,13.87,Bellingham,0
129,2024-10-28T10:19:36.824808Z,3441495339067863,Jabil,1.10,Tacoma,0
130,2024-10-28T10:55:56.824808Z,3449753081964626,Philip Morris International,40.94,Spokane,0
131,2024-10-28T11:19:33.824808Z,3726341099811395,Viatris,4.48,Federal Way,0
132,2024-10-28T11:44:54.824808Z,3708663589241631,Nike,157.10,Federal Way,0
133,2024-10-28T11:45:49.824808Z,5327134875608749,Opendoor Technologies,70.04,Vancouver,0
134,2024-10-28T12:25:44.824808Z,3715748105183671,Phillips 66,86.37,Federal Way,0
135,2024-10-28T13:25:02.824808Z,3713050442535891,Amgen,66.08,Kirkland,0
136,2024-10-28T14:22:29.824808Z,3716768748242212,Southern,6.91,Kirkland,0
137,2024-10-28T14:51:49.824808Z,3765408567014208,Western Digital,94.06,Yakima,0
138,2024-10-28T15:48:18.824808Z,3701257303960035,IQVIA Holdings,19.53,Federal Way,0
139,2024-10-28T15:54:58.824808Z,3717454730030712,AECOM,37.80,Kirkland,0
140,2024-10-28T16:22:27.824808Z,5863090206480457,Fidelity National Financial,77.55,Richland,0
141,2024-10-28T17:11:31.824808Z,4685606266013646,Owens Corning,46.32,Olympia,0
142,2024-10-28T17:29:19.824808Z,5151311114474791,Lennar,36.94,Bellingham,0
143,2024-10-28T17:45:34.824808Z,3443619361031319,Celanese,2.86,Wenatchee,0
144,2024-10-28T18:37:40.824808Z,4919861824779968,Phillips 66,22.18,Federal Way,0
145,2024-10-28T19:06:11.824808Z,3447843184715512,Masco,35.99,Richland,0
146,2024-10-28T19:45:34.824808Z,4843096037355378,Colgate-Palmolive,4.89,Renton,0
147,2024-10-28T19:58:29.824808Z,3423276140747501,Albemarle,54.72,Wenatchee,0
148,2024-10-28T20:04:31.824808Z,4379913691886062,Eastman Chemical,73.11,Seattle,0
149,2024-10-28T20:34:57.824808Z,4770731194635439,Hilton Worldwide Holdings,79.81,Olympia,0
150,2024-10-28T20:49:12.824808Z,3754042278728062,Halliburton,90.14,Olympia,0
151,2024-10-28T21:13:00.824808Z,5709945564657012,McDonald's,72.85,Yakima,0
152,2024-10-28T21:30:34.824808Z,4807559745331670,Brighthouse Financial,8.19,Richland,0
153,2024-10-28T21:47:05.824808Z,4465487828969567,Molina Healthcare,140.34,Kennewick,0
154,2024-10-28T22:07:18.824808Z,4772662242390834,HCA Healthcare,67.98,Bellevue,0
155,2024-10-28T23:01:30.824808Z,3723337363717899,Arrow Electronics,80.11,Bellingham,0
156,2024-10-28T23:18:33.824808Z,3748214362819730,Wayfair,67.47,Redmond,0
157,2024-10-28T23:53:55.824808Z,5223360493142325,CenterPoint Energy,34.97,Richland,0
158,2024-10-29T00:32:25.824808Z,3773613899127103,Stanley Black & Decker,14.02,Spokane,0
159,2024-10-29T00:33:44.824808Z,3706156293344868,Micron Technology,8.20,Spokane,0
160,2024-10-29T00:37:34.824808Z,3463511092345966,Alphabet,57.51,Spokane,0
161,2024-10-29T01:04:03.824808Z,5420035185886543,Nike,11.81,Yakima,0
162,2024-10-29T01:29:04.824808Z,3485296870967249,Kyndryl Holdings,9.62,Yakima,0
163,2024-10-29T01:41:28.824808Z,3774674616058236,CHS,83.98,Spokane,0
164,2024-10-29T02:27:24.824808Z,4050219497450525,Ovintiv,38.85,Richland,0
165,2024-10-29T03:09:02.824808Z,4807559745331670,Lithia Motors,158.57,Seattle,0
166,2024-10-29T03:47:28.824808Z,4637728206483421,M&T Bank,4.49,Bellevue,0
167,2024-10-29T04:30:24.824808Z,3449676209518802,Westinghouse Air Brake Technologies,7.05,Yakima,0
168,2024-10-29T05:21:49.824808Z,5998264857455252,Meta Platforms,23.70,Olympia,0
169,2024-10-29T06:21:47.824808Z,4381079747394547,Watsco,17.48,Richland,0
170,2024-10-29T06:49:50.824808Z,5839083152412336,Casey's General Stores,70.91,Auburn,0
171,2024-10-29T07:08:37.824808Z,3785609114576112,Ball,115.59,Kennewick,0
172,2024-10-29T07:31:05.824808Z,4636335311035731,Westlake,19.47,Bellingham,0
173,2024-10-29T08:25:31.824808Z,3454419580085071,Owens Corning,33.03,Olympia,0
174,2024-10-29T08:38:10.824808Z,3490805779235988,Alcoa,27.67,Bellevue,0
175,2024-10-29T09:35:56.824808Z,5709945564657012,Viatris,4.27,Richland,0
176,2024-10-29T10:14:47.824808Z,4881122134470424,EQT,6.02,Seattle,0
177,2024-10-29T10:51:47.824808Z,4497311722415224,Ameren,31.91,Kirkland,0
178,2024-10-29T11:44:34.824808Z,4732531367554657,CSX,31.30,Redmond,0
179,2024-10-29T12:06:38.824808Z,4051160419979077,HCA Healthcare,160.93,Federal Way,0
180,2024-10-29T12:23:19.824808Z,3797757601351402,Genuine Parts,2.00,Everett,0
181,2024-10-29T13:01:17.824808Z,3479417422088320,Ball,22.54,Spokane,0
182,2024-10-29T13:05:45.824808Z,4278104980258179,AGCO,96.96,Richland,0
183,2024-10-29T13:10:43.824808Z,5095339791398446,Par Pacific Holdings,67.58,Redmond,0
184,2024-10-29T13:48:59.824808Z,4314688317069271,Dover,30.61,Spokane,0
185,2024-10-29T14:01:43.824808Z,3448112274244133,Warner Bros. Discovery,91.84,Auburn,0
186,2024-10-29T14:30:08.824808Z,5783325754327271,Altice USA,34.38,Bellingham,0
187,2024-10-29T15:24:36.824808Z,3450369328851512,Ally Financial,10.71,Kirkland,0
188,2024-10-29T16:19:50.824808Z,4774489136825248,American International Group,88.41,Wenatchee,0
189,2024-10-29T16:34:32.824808Z,3433187958448603,American Airlines Group,38.46,Pasco,0
190,2024-10-29T16:34:32.824808Z,5175526181561962,BorgWarner,13.91,Federal Way,0
191,2024-10-29T17:25:27.824808Z,5346411245212080,Sanmina,156.21,Auburn,0
192,2024-10-29T17:41:11.824808Z,3713641582676725,Keurig Dr Pepper,42.40,Spokane,0
193,2024-10-29T17:56:04.824808Z,5562379694091791,VF,243.93,Spokane,0
194,2024-10-29T18:54:23.824808Z,4478162498280968,Plains GP Holdings,29.40,Federal Way,0
195,2024-10-29T19:33:31.824808Z,3459406027774958,Honeywell International,25.40,Kirkland,0
196,2024-10-29T20:22:50.824808Z,5873633745886565,Murphy USA,45.13,Everett,0
197,2024-10-29T20:34:43.824808Z,3731003077823353,Waste Management,7.56,Kirkland,0
198,2024-10-29T20:48:38.824808Z,3743528812915508,Caesars Entertainment,37.15,Richland,0
199,2024-10-29T21:04:11.824808Z,3434647341167052,Conagra Brands,22.08,Auburn,0
200,2024-10-29T21:18:38.824808Z,3409729206088549,Motorola Solutions,54.96,Redmond,0
201,2024-10-29T21:29:16.824808Z,3745703752341746,Ovintiv,67.49,Richland,0
202,2024-10-29T22:16:45.824808Z,5493103837862692,Discover Financial Services,45.98,Federal Way,0
203,2024-10-29T22:27:06.824808Z,5208759629394495,PBF Energy,47.44,Spokane,0
204,2024-10-29T22:34:35.824808Z,5562379694091791,Microsoft,13.33,Kennewick,0
205,2024-10-29T23:07:47.824808Z,5740596645308157,Gilead Sciences,199.44,Seattle,0
206,2024-10-30T00:01:18.824808Z,3473940598661857,Knight-Swift Transportation Holdings,43.86,Kennewick,0
207,2024-10-30T00:52:17.824808Z,3787198962098534,Oracle,86.86,Federal Way,0
208,2024-10-30T01:26:26.824808Z,5764606337410632,Dollar General,25.09,Yakima,0
209,2024-10-30T01:31:15.824808Z,3401137149473679,Toll Brothers,71.87,Seattle,0
210,2024-10-30T02:05:51.824808Z,3405656056390903,Discover Financial Services,4.22,Spokane,0
211,2024-10-30T02:27:14.824808Z,5778214909707560,DaVita,65.23,Kirkland,0
212,2024-10-30T02:44:20.824808Z,5581771237439494,Lowe's,15.92,Spokane,0
213,2024-10-30T02:45:18.824808Z,5208759629394495,Kraft Heinz,53.94,Kirkland,0
214,2024-10-30T02:53:51.824808Z,3752338194548457,Vistra,23.00,Federal Way,0
215,2024-10-30T03:04:34.824808Z,4478162498280968,Meta Platforms,30.11,Richland,0
216,2024-10-30T04:00:02.824808Z,3788610424347530,Arthur J. Gallagher,33.76,Tacoma,0
217,2024-10-30T04:03:01.824808Z,3435121393118065,Aflac,15.96,Pasco,0
218,2024-10-30T04:59:02.824808Z,5215764201907905,Oracle,57.06,Bellevue,0
219,2024-10-30T05:24:39.824808Z,4288671870028159,Cummins,24.02,Richland,0
220,2024-10-30T05:39:16.824808Z,3486676607744707,Danaher,35.20,Yakima,0
221,2024-10-30T05:49:19.824808Z,4734620894024876,Constellation Energy,22.59,Kirkland,0
222,2024-10-30T06:30:34.824808Z,3702614758066487,AbbVie,1.01,Renton,0
223,2024-10-30T06:33:06.824808Z,5976831116112779,IQVIA Holdings,17.19,Bellingham,0
224,2024-10-30T07:09:46.824808Z,3798000704956457,Devon Energy,21.67,Kirkland,0
225,2024-10-30T07:14:26.824808Z,3739316912633288,Regions Financial,4.90,Tacoma,0
226,2024-10-30T07:29:49.824808Z,5959342327939191,Otis Worldwide,82.16,Issaquah,0
227,2024-10-30T08:05:43.824808Z,3784263685413908,McDonald's,17.34,Yakima,0
228,2024-10-30T08:15:30.824808Z,4275217856504493,Becton Dickinson,108.83,Pasco,0
229,2024-10-30T08:39:09.824808Z,5234722000463279,Sonic Automotive,16.28,Redmond,0
230,2024-10-30T08:42:13.824808Z,3711774583357144,KLA,36.48,Kirkland,0
231,2024-10-30T09:31:30.824808Z,4857443513040772,Coterra Energy,77.37,Federal Way,0
232,2024-10-30T09:48:45.824808Z,3779156968571029,Dominion Energy,20.58,Tacoma,0
233,2024-10-30T10:06:09.824808Z,4168559439903688,Fidelity National Information Services,41.39,Bellingham,0
234,2024-10-30T10:29:11.824808Z,3788610424347530,TD Synnex,10.16,Wenatchee,0
235,2024-10-30T11:01:53.824808Z,5639487749696776,Seaboard,23.98,Olympia,0
236,2024-10-30T11:59:30.824808Z,3787289433665108,Alphabet,166.28,Everett,0
237,2024-10-30T12:40:44.824808Z,3405235439449015,CHS,16.54,Bellingham,0
238,2024-10-30T12:55:36.824808Z,3786435738192154,Boise Cascade,5.68,Pasco,0
239,2024-10-30T13:38:28.824808Z,4467973078429137,Expedia Group,39.55,Olympia,0
240,2024-10-30T14:02:31.824808Z,3452599458053186,Diamondback Energy,11.42,Issaquah,0
241,2024-10-30T14:14:30.824808Z,3476773625934055,ConocoPhillips,95.52,Tacoma,0
242,2024-10-30T14:58:14.824808Z,4567234913501484,PayPal Holdings,127.71,Seattle,0
243,2024-10-30T15:24:49.824808Z,5908793657952547,Apple,1.96,Pasco,0
244,2024-10-30T15:48:03.824808Z,5383732125860043,Fiserv,17.83,Tacoma,0
245,2024-10-30T15:52:55.824808Z,4429121595995571,WEC Energy Group,13.46,Renton,0
246,2024-10-30T16:31:27.824808Z,4478162498280968,Kyndryl Holdings,8.82,Auburn,0
247,2024-10-30T16:31:33.824808Z,4928705638318308,3M,16.08,Wenatchee,0
248,2024-10-30T17:02:19.824808Z,5062431453973613,Lincoln National,42.64,Bellingham,0
249,2024-10-30T17:41:57.824808Z,3478058722707036,Universal Health Services,58.52,Federal Way,0
250,2024-10-30T17:46:18.824808Z,3495178521359216,Ally Financial,60.07,Spokane,0
251,2024-10-30T17:46:39.824808Z,4685953485142412,EnLink Midstream,27.77,Vancouver,0
252,2024-10-30T18:45:53.824808Z,5744860776111665,CBRE Group,16.39,Olympia,0
253,2024-10-30T19:23:35.824808Z,3777236100052377,Bank of America,15.07,Pasco,0
254,2024-10-30T20:10:18.824808Z,5899328439487875,Dow,11.40,Seattle,0
255,2024-10-30T21:08:52.824808Z,5095339791398446,Comcast,45.13,Olympia,0
256,2024-10-30T21:14:26.824808Z,4194682016506621,Beacon Roofing Supply,14.78,Olympia,0
257,2024-10-30T22:09:57.824808Z,5245311218642499,Air Products & Chemicals,5.66,Kennewick,0
258,2024-10-30T22:20:35.824808Z,4345360679749279,Philip Morris International,25.68,Kennewick,0
259,2024-10-30T22:32:57.824808Z,3713641582676725,StoneX Group,27.52,Auburn,0
260,2024-10-30T23:06:35.824808Z,4857443513040772,Sherwin-Williams,109.87,Pasco,0
261,2024-10-30T23:23:08.824808Z,4378422901998577,Vulcan Materials,34.62,Tacoma,0
262,2024-10-31T00:01:41.824808Z,3744717824775237,Travelers,32.19,Redmond,0
263,2024-10-31T00:17:39.824808Z,3786574114065822,Northern Trust,32.04,Seattle,0
264,2024-10-31T00:32:31.824808Z,3417345518623673,News Corp.,13.95,Bellevue,0
265,2024-10-31T00:44:48.824808Z,3779156968571029,Apollo Global Management,1.11,Vancouver,0
266,2024-10-31T01:03:54.824808Z,4484628309061328,Devon Energy,23.51,Kennewick,0
267,2024-10-31T01:18:13.824808Z,5206240882142774,PayPal Holdings,97.39,Bellingham,0
268,2024-10-31T02:06:22.824808Z,3405235439449015,L3Harris Technologies,3.81,Seattle,0
269,2024-10-31T03:04:16.824808Z,5114075990249827,KLA,7.05,Richland,0
270,2024-10-31T03:12:24.824808Z,5787588167847864,Discover Financial Services,55.10,Issaquah,0
271,2024-10-31T03:48:10.824808Z,3724681831869082,Johnson & Johnson,31.52,Auburn,0
272,2024-10-31T03:52:44.824808Z,3413447979875398,American Electric Power,11.89,Seattle,0
273,2024-10-31T04:49:37.824808Z,3761293533503771,NCR,30.24,Yakima,0
274,2024-10-31T05:26:33.824808Z,3784364761972336,Conagra Brands,51.33,Wenatchee,0
275,2024-10-31T05:29:11.824808Z,4079318924860491,Regions Financial,5.13,Vancouver,0
276,2024-10-31T06:22:41.824808Z,5383732125860043,Campbell Soup,19.77,Renton,0
277,2024-10-31T07:08:56.824808Z,3488181425222356,Loews,11.07,Vancouver,0
278,2024-10-31T07:25:09.824808Z,4857443513040772,VMware,39.16,Yakima,0
279,2024-10-31T08:14:07.824808Z,5595004574795367,Marathon Oil,60.58,Pasco,0
280,2024-10-31T08:34:12.824808Z,5272602766241049,Berkshire Hathaway,40.87,Pasco,0
281,2024-10-31T09:14:53.824808Z,4354349818881729,Boeing,185.24,Bellingham,0
282,2024-10-31T09:43:54.824808Z,4365298114683551,Oshkosh,27.42,Olympia,0
283,2024-10-31T10:40:14.824808Z,5906848887864920,General Electric,27.99,Seattle,0
284,2024-10-31T11:07:25.824808Z,4741905307484424,Aflac,77.56,Bellevue,0
285,2024-10-31T11:17:40.824808Z,5460883494299903,Adobe,41.55,Tacoma,0
286,2024-10-31T11:21:42.824808Z,3708663589241631,Fortune Brands Innovations,18.88,Bellingham,0
287,2024-10-31T11:51:15.824808Z,3718615476296183,Corning,1.09,Auburn,0
288,2024-10-31T11:52:18.824808Z,3492943243488400,Vertex Pharmaceuticals,145.59,Everett,0
289,2024-10-31T12:49:48.824808Z,4874137244980822,Alcoa,368.15,Kennewick,0
290,2024-10-31T13:42:22.824808Z,3744161748958035,Nike,13.65,Olympia,0
291,2024-10-31T13:57:09.824808Z,3434725880728128,DaVita,48.15,Tacoma,0
292,2024-10-31T14:52:47.824808Z,3796758600004043,Liberty Media,26.20,Pasco,0
293,2024-10-31T15:19:24.824808Z,3787509382860024,Xcel Energy,44.75,Renton,0
294,2024-10-31T16:00:35.824808Z,4006877577323295,Massachusetts Mutual Life Insurance,6.86,Kirkland,0
295,2024-10-31T16:12:39.824808Z,3737363984349395,Skechers U.S.A.,22.60,Richland,0
296,2024-10-31T17:02:22.824808Z,3733710368817427,International Flavors & Fragrances,2.07,Redmond,0
297,2024-10-31T17:13:17.824808Z,3449551939392838,Marriott International,7.22,Federal Way,0
298,2024-10-31T17:33:07.824808Z,4497311722415224,Guardian Life Ins. Co. of America,50.53,Kirkland,0
299,2024-10-31T18:32:29.824808Z,5206240882142774,Guardian Life Ins. Co. of America,128.10,Olympia,0
300,2024-10-31T18:54:57.824808Z,3451518516631511,Alaska Air Group,7.59,Wenatchee,0
301,2024-10-31T19:20:18.824808Z,4364912612194603,Albertsons,79.25,Seattle,0
302,2024-10-31T20:15:14.824808Z,3495042359971700,Avnet,49.87,Yakima,0
303,2024-10-31T20:53:00.824808Z,3419642462343946,Commercial Metals,2.10,Auburn,0
304,2024-10-31T21:10:53.824808Z,3407990491813676,Community Health Systems,108.35,Everett,0
